311 13
0	14859	29	0	0	0.000	117	6.66000000000000000000e+02	1.60000000000000000000e+01	4.94237840175628662109e-01	1.68814063072204589844e+00	2.91518	0.339329868555
1	14859	29	0	0	0.000	117	6.55000000000000000000e+02	1.20000000000000000000e+01	4.80878740549087524414e-01	1.56790852546691894531e+00	2.9376	0.152302160859
2	14859	29	0	0	0.000	117	6.71000000000000000000e+02	1.70000000000000000000e+01	4.99474763870239257812e-01	1.73527300357818603516e+00	2.9159	0.412646830082
3	14859	29	0	0	0.000	117	6.74000000000000000000e+02	1.80000000000000000000e+01	5.03758966922760009766e-01	1.77383053302764892578e+00	2.93857	0.47262519598
4	23007	41	1	23	0.503	117	6.71000000000000000000e+02	1.70000000000000000000e+01	4.99789893627166748047e-01	1.73810911178588867188e+00	2.55195	0.417058676481
5	23007	41	1	12	0.561	117	6.84000000000000000000e+02	2.10000000000000000000e+01	5.14717638492584228516e-01	1.87245869636535644531e+00	2.67113	0.626046836376
6	31045	45	1	33	0.405	117	6.72000000000000000000e+02	1.70000000000000000000e+01	5.00804543495178222656e-01	1.74724066257476806641e+00	2.07266	0.431263238192
7	36072	6	1	47	0.840	117	6.74000000000000000000e+02	1.80000000000000000000e+01	5.03270268440246582031e-01	1.76943254470825195312e+00	4.42006	0.465783923864
8	36072	6	1	60	0.917	117	6.77000000000000000000e+02	1.90000000000000000000e+01	5.07272183895111083984e-01	1.80544996261596679688e+00	3.64812	0.521810948849
9	45342	34	1	42	0.991	1	6.13000000000000000000e+02	1.90000000000000000000e+01	2.20284789800643920898e-01	7.79712724685668945312e+00	0.63173	0.703281760216
10	45342	34	1	42	0.991	1	4.64000000000000000000e+02	1.60000000000000000000e+01	1.72432914376258850098e-01	6.98732614517211914062e+00	0.633261	0.500831544399
11	45342	34	1	42	0.991	1	1.00400000000000000000e+03	2.80000000000000000000e+01	3.45547616481781005859e-01	9.91695976257324218750e+00	0.631687	1.23323988914
12	48613	28	0	0	0.000	117	6.58000000000000000000e+02	1.30000000000000000000e+01	4.84994441270828247070e-01	1.60495007038116455078e+00	1.87004	0.209922298789
13	48613	28	0	0	0.000	117	6.67000000000000000000e+02	1.60000000000000000000e+01	4.94996905326843261719e-01	1.69497215747833251953e+00	1.88871	0.349956691265
14	48613	28	0	0	0.000	117	6.59000000000000000000e+02	1.40000000000000000000e+01	4.86145466566085815430e-01	1.61530935764312744141e+00	1.91099	0.226036697626
15	48613	28	1	43	0.188	117	6.63000000000000000000e+02	1.50000000000000000000e+01	4.90500390529632568359e-01	1.65450346469879150391e+00	1.93003	0.287005335093
16	53063	44	1	35	0.620	117	6.81000000000000000000e+02	2.00000000000000000000e+01	5.11785686016082763672e-01	1.84607100486755371094e+00	1.64611	0.584999382496
17	53063	44	1	35	0.622	117	6.63000000000000000000e+02	1.50000000000000000000e+01	4.90094244480133056641e-01	1.65084815025329589844e+00	1.64393	0.281319320202
18	58335	41	1	16	0.026	117	6.67000000000000000000e+02	1.60000000000000000000e+01	4.95107740163803100586e-01	1.69596958160400390625e+00	2.43814	0.351508289576
19	58335	41	1	48	0.389	117	6.79000000000000000000e+02	1.90000000000000000000e+01	5.09650826454162597656e-01	1.82685744762420654297e+00	2.33177	0.555111527443
20	59472	41	1	48	0.648	117	6.85000000000000000000e+02	2.10000000000000000000e+01	5.15993952751159667969e-01	1.88394546508789062500e+00	3.41613	0.643915176392
21	59472	41	1	60	0.509	117	6.78000000000000000000e+02	1.90000000000000000000e+01	5.08737683296203613281e-01	1.81863939762115478516e+00	2.78852	0.542327940464
22	67144	6	0	0	0.000	117	6.82000000000000000000e+02	2.00000000000000000000e+01	5.12470960617065429688e-01	1.85223853588104248047e+00	3.30872	0.59459322691
23	67144	6	0	0	0.000	117	6.66000000000000000000e+02	1.60000000000000000000e+01	4.94009524583816528320e-01	1.68608570098876953125e+00	3.33183	0.33613333106
24	67144	6	0	0	0.000	117	6.70000000000000000000e+02	1.70000000000000000000e+01	4.99103128910064697266e-01	1.73192811012268066406e+00	3.35291	0.407443761826
25	67144	6	1	0	0.060	117	6.68000000000000000000e+02	1.60000000000000000000e+01	4.96802598237991333008e-01	1.71122336387634277344e+00	3.27763	0.375236362219
26	67805	6	1	18	0.381	117	6.77000000000000000000e+02	1.90000000000000000000e+01	5.07269561290740966797e-01	1.80542612075805664062e+00	3.58647	0.521773993969
27	67805	6	1	26	0.096	117	6.84000000000000000000e+02	2.10000000000000000000e+01	5.14911949634552001953e-01	1.87420737743377685547e+00	3.76233	0.628766953945
28	68153	6	0	0	0.000	117	6.82000000000000000000e+02	2.00000000000000000000e+01	5.12999773025512695312e-01	1.85699796676635742188e+00	2.97992	0.601996779442
29	68153	6	0	0	0.000	117	6.66000000000000000000e+02	1.50000000000000000000e+01	4.93614852428436279297e-01	1.68253362178802490234e+00	3.00034	0.33060786128
30	68153	6	0	0	0.000	117	6.76000000000000000000e+02	1.80000000000000000000e+01	5.05692422389984130859e-01	1.79123175144195556641e+00	3.02049	0.499693900347
31	68153	6	1	11	0.961	117	6.78000000000000000000e+02	1.90000000000000000000e+01	5.08566796779632568359e-01	1.81710135936737060547e+00	3.10062	0.539935410023
32	68675	6	0	0	0.000	117	6.68000000000000000000e+02	1.60000000000000000000e+01	4.96270626783370971680e-01	1.70643568038940429688e+00	3.03652	0.367788791656
33	68675	6	0	0	0.000	117	6.87000000000000000000e+02	2.20000000000000000000e+01	5.19136488437652587891e-01	1.91222822666168212891e+00	3.0567	0.687910556793
34	68675	6	0	0	0.000	117	6.74000000000000000000e+02	1.80000000000000000000e+01	5.03456532955169677734e-01	1.77110886573791503906e+00	3.07761	0.468391567469
35	69066	6	0	0	0.000	117	6.87000000000000000000e+02	2.20000000000000000000e+01	5.19115209579467773438e-01	1.91203701496124267578e+00	3.28597	0.687613070011
36	69066	6	0	0	0.000	117	6.80000000000000000000e+02	2.00000000000000000000e+01	5.10353207588195800781e-01	1.83317911624908447266e+00	3.30479	0.564945280552
37	70917	16	1	12	0.121	117	6.69000000000000000000e+02	1.60000000000000000000e+01	4.97698694467544555664e-01	1.71928811073303222656e+00	2.2881	0.387781560421
